Order_ID,Customer_name,Gender,Age,Meal,Residence_in_busy_location,Google_maps_accuracy,Cuisine,Item,Good_road_condition,Delivered_temperature,Location,Subscription,Subscription Cost,Mode,Quantity_size,Freshness,Food_quality,Customer Placed Order time,Order Accepted by Restaurant time,Driver at Restaurant Datetime,Delivered to Consumer Datetime,Wait Time in minutes,Meal Price,Order Quantity,delivery fee,Delivery fee,Total Price,Service Fee,Tax,Final Price,Number of Claims,Complain Resolved,Complaints Resolved,Number of Open Complaints,Amount of Refund for resolved complaint
14683,Chris Locke,Male,34,Breakfast,Yes,Yes,Chinese,Bubble Tea,No,Cold,Subarban,Premium,101.9,Bike,Small,High,Good,2023-05-19 17:35:54,2023-05-19 17:38:47,2023-05-19 17:49:38,2023-05-19 18:03:06,27,4.41,1,0.0,,4.41,0.48510000000000003,0.63945,,16,0,11,5,55.54395
14684,Jamie Byers,Female,44,Lunch,Yes,No,Thai,Coconut Water,No,Cold,Subarban,Basic,50.9,Car,Medium,High,Good,2023-05-24 06:41:13,2023-05-24 06:45:27,2023-05-24 06:55:14,2023-05-24 07:08:16,27,3.79,4,2.99,,15.16,1.6676,2.1982,,6,6,6,0,26.037300000000002
14685,Jonathan Simmons,Male,35,Breakfast,Yes,No,Thai,Thai Iced Tea,No,Hot,Rural,Free,0.0,Car,Small,Low,Bad,2023-05-09 03:06:41,2023-05-09 03:11:32,2023-05-09 03:22:15,2023-05-09 03:34:18,27,4.85,2,,3.99,9.7,1.067,1.4064999999999999,16.1635,1,12,1,0,5.553249999999999
14690,Joseph Onks,Male,20,Dinner,Yes,No,Japanese,Sushi,Yes,Cold,Urban,Monthly Basic,4.99,Bike,Large,Low,Bad,2023-05-21 13:49:18,2023-05-21 13:53:51,2023-05-21 14:01:46,2023-05-21 14:16:36,27,17.5,3,0.99,,52.5,5.775,7.6125,,14,17,11,3,220.4125
47461,Jody Barr,Female,44,Lunch,Yes,No,Japanese,Ramen,Yes,Room,Urban,Monthly Premium,9.99,Bike,Medium,High,Good,2023-05-25 01:43:31,2023-05-25 01:49:25,2023-05-25 01:58:03,2023-05-25 02:08:54,25,10.16,2,0.0,,20.32,2.2352,2.9463999999999997,,18,2,18,0,209.39759999999998
14699,Mark Garcia,Male,25,Dinner,Yes,No,Indian,Tandoori Chicken,Yes,Cold,Urban,Free,0.0,Car,Medium,Low,Bad,2023-05-15 14:02:38,2023-05-15 14:06:01,2023-05-15 14:15:23,2023-05-15 14:30:01,27,17.32,4,,3.99,69.28,7.6208,10.0456,90.9364,6,2,6,0,118.9884
80241,Narcisa Wyatt,Female,29,Lunch,Yes,Yes,Thai,Coconut Water,No,Cold,Urban,Free,0.0,Bike,Small,High,Good,2023-05-10 05:32:56,2023-05-10 05:38:54,2023-05-10 05:46:36,2023-05-10 06:00:46,27,3.02,4,,5.99,12.08,1.3288,1.7515999999999998,21.150399999999998,16,10,11,5,38.036899999999996
14707,James Weng,Male,19,Lunch,Yes,Yes,Italian,Pasta,No,Hot,Urban,Basic,50.9,Car,Small,High,Good,2023-05-30 13:56:54,2023-05-30 14:01:49,2023-05-30 14:11:59,2023-05-30 14:25:29,28,17.48,1,1.99,,17.48,1.9228,2.5345999999999997,,17,15,14,3,280.2044
47478,Nancy Harding,Female,27,Lunch,Yes,No,Thai,Green Curry,Yes,Cold,Urban,Basic,50.9,Car,Medium,Low,Bad,2023-05-24 02:08:26,2023-05-24 02:11:38,2023-05-24 02:22:23,2023-05-24 02:32:30,24,12.71,4,1.99,,50.84,5.5924000000000005,7.3718,,8,12,5,3,72.76475
14711,Tiffany Patterson,Female,42,Lunch,Yes,No,Chinese,Dumpling,Yes,Hot,Urban,Monthly Basic,4.99,Bike,Small,High,Good,2023-05-17 08:29:25,2023-05-17 08:33:35,2023-05-17 08:43:39,2023-05-17 08:55:40,26,7.44,3,2.99,,22.32,2.4552,3.2363999999999997,,14,5,13,1,110.7444
80248,Bobby Long,Male,33,Lunch,No,No,Italian,Lasagna,No,Cold,Urban,Free,0.0,Bike,Medium,Low,Bad,2023-05-18 04:08:27,2023-05-18 04:13:37,2023-05-18 04:22:50,2023-05-18 04:37:32,29,12.72,2,,4.99,25.44,2.7984,3.6888,36.9172,9,6,8,1,116.51520000000001
80249,Christina Miller,Female,40,Dinner,Yes,No,Thai,Pad Thai,Yes,Hot,Subarban,Monthly Basic,4.99,Car,Medium,High,Good,2023-05-29 00:56:21,2023-05-29 01:00:30,2023-05-29 01:09:16,2023-05-29 01:21:40,25,9.12,2,2.99,,18.24,2.0063999999999997,2.6447999999999996,,8,5,8,0,83.5392
80252,Liz Thomas,Female,26,Dinner,Yes,No,Chinese,Hot pot,Yes,Room,Urban,Monthly Basic,4.99,Car,Small,High,Good,2023-05-09 10:45:42,2023-05-09 10:50:29,2023-05-09 10:58:47,2023-05-09 11:13:51,28,41.33,3,0.99,,123.99,13.6389,17.97855,,2,9,2,0,94.64569999999999
80256,Philip Wallace,Male,29,Dinner,Yes,Yes,Thai,Thai Iced Tea,Yes,Cold,Urban,Monthly Premium,9.99,Car,Large,High,Good,2023-05-08 16:16:49,2023-05-08 16:19:35,2023-05-08 16:27:37,2023-05-08 16:43:24,26,4.88,4,0.0,,19.52,2.1471999999999998,2.8303999999999996,,2,6,2,0,11.1752
47489,Roxanne Casavant,Female,19,Lunch,No,No,Japanese,Sake,Yes,Room,Urban,Free,0.0,Car,Small,Low,Bad,2023-05-17 00:45:29,2023-05-17 00:48:25,2023-05-17 00:56:21,2023-05-17 01:07:57,22,5.41,5,,4.99,27.05,2.9755000000000003,3.92225,38.93775,2,16,1,1,6.19445
14725,Andrea Lewis,Female,62,Dinner,Yes,Yes,Italian,Pasta,Yes,Room,Subarban,Free,0.0,Car,Medium,High,Good,2023-05-01 05:38:27,2023-05-01 05:40:47,2023-05-01 05:49:45,2023-05-01 06:03:58,25,19.92,4,,3.99,79.68,8.764800000000001,11.5536,103.98840000000001,17,4,12,5,273.7008
14728,Lynda Cranford,Female,28,Breakfast,Yes,No,Thai,Coconut Water,No,Cold,Urban,Free,0.0,Bike,Small,High,Good,2023-05-04 08:38:26,2023-05-04 08:41:49,2023-05-04 08:52:13,2023-05-04 09:05:03,26,2.34,3,,3.99,7.02,0.7722,1.0178999999999998,12.800099999999999,17,5,14,3,37.5102
80266,Margaret Chavez,Female,34,Lunch,No,Yes,Thai,Coconut Water,No,Cold,Urban,Free,0.0,Car,Large,High,Good,2023-05-07 00:05:18,2023-05-07 00:08:35,2023-05-07 00:18:18,2023-05-07 00:30:31,25,3.79,1,,3.99,3.79,0.4169,0.54955,8.74645,7,14,5,2,21.69775
47508,Mark Carter,Male,39,Dinner,Yes,Yes,Mexican,Michelada,No,Cold,Urban,Free,0.0,Bike,Medium,High,Good,2023-05-11 07:27:39,2023-05-11 07:31:27,2023-05-11 07:41:54,2023-05-11 07:55:49,28,8.84,1,,3.99,8.84,0.9724,1.2817999999999998,15.084200000000001,4,7,2,2,20.2436
14741,Raymond Chadwick,Male,61,Dinner,Yes,No,Indian,Tandoori Chicken,Yes,Hot,Subarban,Premium,101.9,Car,Large,High,Good,2023-05-17 20:02:21,2023-05-17 20:04:32,2023-05-17 20:13:16,2023-05-17 20:24:53,22,18.74,2,0.0,,37.48,4.1228,5.434599999999999,,4,2,2,2,42.91459999999999
47511,Andrew Smith,Male,20,Lunch,No,No,Indian,Tandoori Chicken,No,Cold,Rural,Free,0.0,Car,Large,Low,Bad,2023-05-17 04:35:28,2023-05-17 04:37:30,2023-05-17 04:45:59,2023-05-17 05:01:05,25,15.22,5,,4.99,76.10000000000001,8.371,11.034500000000001,100.4955,6,3,6,0,104.5614
14746,Sharyn Smith,Female,32,Lunch,No,Yes,Indian,Butter Chicken,No,Room,Urban,Monthly Basic,4.99,Car,Medium,High,Good,2023-05-13 09:29:16,2023-05-13 09:33:56,2023-05-13 09:44:44,2023-05-13 09:58:49,29,19.44,3,1.99,,58.32000000000001,6.4152000000000005,8.4564,,13,2,13,0,289.36440000000005
47517,Jared Crutchfield,Male,35,Breakfast,Yes,Yes,Italian,Limoncello,No,Cold,Urban,Premium,101.9,Car,Medium,High,Good,2023-05-13 21:33:59,2023-05-13 21:38:22,2023-05-13 21:48:01,2023-05-13 22:03:41,29,16.86,1,0.0,,16.86,1.8546,2.4446999999999997,,8,11,8,0,154.4376
47518,Barry Hansen,Male,51,Breakfast,No,No,Chinese,Soy Milk,Yes,Cold,Urban,Free,0.0,Bike,Medium,High,Good,2023-05-16 04:42:53,2023-05-16 04:46:04,2023-05-16 04:56:46,2023-05-16 05:07:35,24,2.11,1,,3.99,2.11,0.2321,0.30594999999999994,6.63805,12,4,10,2,24.159499999999998
47523,James Nadeau,Male,31,Breakfast,Yes,No,Chinese,Jasmine Tea,Yes,Cold,Urban,Monthly Basic,4.99,Bike,Medium,High,Good,2023-05-31 14:47:35,2023-05-31 14:51:14,2023-05-31 15:00:28,2023-05-31 15:13:57,26,4.63,2,2.99,,9.26,1.0186,1.3426999999999998,,11,3,10,1,53.01349999999999
80292,Pauline Miller,Female,46,Dinner,No,No,Italian,Limoncello,Yes,Hot,Urban,Free,0.0,Car,Medium,Low,Bad,2023-05-17 18:01:41,2023-05-17 18:04:34,2023-05-17 18:15:22,2023-05-17 18:31:04,29,14.07,4,,3.99,56.28,6.1908,8.160599999999999,74.6214,16,7,15,1,241.65225
47526,Amanda Henderson,Female,27,Lunch,Yes,No,Italian,Tiramisu,Yes,Cold,Rural,Free,0.0,Car,Medium,High,Good,2023-05-15 03:51:20,2023-05-15 03:55:18,2023-05-15 04:03:01,2023-05-15 04:15:11,23,13.61,4,,5.99,54.44,5.9883999999999995,7.893799999999999,74.31219999999999,9,4,7,2,109.08415
47527,John Gibson,Male,28,Breakfast,No,Yes,Indian,Butter Chicken,Yes,Hot,Urban,Premium,101.9,Bike,Medium,High,Good,2023-05-26 03:12:04,2023-05-26 03:14:56,2023-05-26 03:22:53,2023-05-26 03:38:11,26,13.2,5,0.0,,66.0,7.26,9.569999999999999,,20,5,14,6,211.59599999999998
80294,Ramonita Price,Female,29,Dinner,Yes,Yes,Thai,Pad Thai,Yes,Hot,Subarban,Basic,50.9,Car,Medium,High,Good,2023-05-08 07:17:59,2023-05-08 07:22:16,2023-05-08 07:29:20,2023-05-08 07:45:07,27,10.68,2,0.99,,21.36,2.3496,3.0971999999999995,,2,8,1,1,12.2286
80298,William Robinson,Male,28,Lunch,No,Yes,Japanese,Ramen,Yes,Room,Rural,Basic,50.9,Car,Medium,High,Good,2023-05-14 12:23:29,2023-05-14 12:27:13,2023-05-14 12:35:31,2023-05-14 12:48:47,25,16.08,4,0.99,,64.32,7.0752,9.326399999999998,,14,1,14,0,257.76239999999996
14765,Lucy Mclaughlin,Female,28,Breakfast,No,Yes,Italian,Pasta,Yes,Room,Urban,Monthly Premium,9.99,Bike,Small,High,Good,2023-05-25 14:19:47,2023-05-25 14:24:11,2023-05-25 14:34:57,2023-05-25 14:48:54,29,11.77,3,0.0,,35.31,3.8841,5.11995,,5,1,4,1,53.9066
14768,Harvey Duffie,Male,19,Lunch,No,Yes,Italian,Prosecco,Yes,Room,Subarban,Monthly Premium,9.99,Bike,Medium,Low,Bad,2023-05-18 13:11:57,2023-05-18 13:14:37,2023-05-18 13:23:00,2023-05-18 13:33:54,21,15.93,1,0.0,,15.93,1.7523,2.30985,,2,13,1,1,18.23985
14769,Vicky Gaylor,Female,50,Lunch,Yes,No,Italian,Pasta,Yes,Room,Subarban,Free,0.0,Car,Medium,High,Good,2023-05-20 05:33:45,2023-05-20 05:38:33,2023-05-20 05:47:27,2023-05-20 06:02:21,28,15.45,4,,5.99,61.8,6.798,8.960999999999999,83.54899999999999,7,3,6,1,106.14149999999998
47539,Benjamin Tiner,Male,26,Dinner,Yes,No,Indian,Butter Chicken,Yes,Room,Urban,Free,0.0,Car,Large,High,Good,2023-05-20 16:33:46,2023-05-20 16:37:56,2023-05-20 16:47:44,2023-05-20 17:00:01,26,16.34,4,,3.99,65.36,7.1895999999999995,9.4772,86.01679999999999,1,16,1,0,18.7093
80315,Denise Duley,Female,29,Dinner,Yes,Yes,Italian,Pizza,Yes,Cold,Urban,Free,0.0,Car,Medium,Low,Bad,2023-05-29 10:39:11,2023-05-29 10:43:56,2023-05-29 10:53:23,2023-05-29 11:06:56,27,15.28,4,,4.99,61.12,6.723199999999999,8.8624,81.69559999999998,15,16,11,4,192.45159999999998
14781,Robyn Brawley,Female,65,Lunch,Yes,Yes,Italian,Gelato,Yes,Room,Subarban,Basic,50.9,Bike,Medium,Low,Bad,2023-05-26 23:24:10,2023-05-26 23:28:11,2023-05-26 23:35:53,2023-05-26 23:45:53,21,1.37,4,0.99,,5.48,0.6028,0.7946,,8,4,8,0,12.5492
47552,Helen Hodge,Female,30,Lunch,No,No,Italian,Limoncello,Yes,Cold,Urban,Basic,50.9,Bike,Medium,High,Good,2023-05-01 15:35:58,2023-05-01 15:40:57,2023-05-01 15:48:09,2023-05-01 16:02:45,26,23.9,3,0.99,,71.69999999999999,7.886999999999999,10.396499999999998,,20,11,18,2,492.57899999999995
80324,Jackie Henderson,Female,21,Dinner,Yes,No,Chinese,Dumpling,Yes,Cold,Rural,Basic,50.9,Bike,Medium,Low,Bad,2023-05-19 03:59:58,2023-05-19 04:04:06,2023-05-19 04:14:51,2023-05-19 04:25:55,25,8.21,5,2.99,,41.050000000000004,4.5155,5.95225,,15,8,15,0,141.00675
80327,Jeannie Mcneil,Female,58,Lunch,Yes,Yes,Chinese,Noodles,Yes,Hot,Subarban,Free,0.0,Bike,Small,High,Good,2023-05-06 01:28:34,2023-05-06 01:34:15,2023-05-06 01:43:48,2023-05-06 01:58:03,29,12.29,4,,5.99,49.16,5.4075999999999995,7.128199999999999,67.6858,20,4,19,1,267.36895
80332,Michael Smith,Male,38,Breakfast,Yes,Yes,Mexican,Michelada,No,Hot,Urban,Basic,50.9,Car,Medium,Low,Bad,2023-05-07 20:23:41,2023-05-07 20:26:45,2023-05-07 20:35:57,2023-05-07 20:46:11,22,9.48,1,1.99,,9.48,1.0428,1.3746,,19,8,15,4,162.81900000000002
47566,Samuel Diaz,Male,26,Lunch,No,No,Japanese,Sake,Yes,Cold,Urban,Basic,50.9,Car,Small,High,Good,2023-05-07 14:25:47,2023-05-07 14:29:28,2023-05-07 14:40:23,2023-05-07 14:54:07,28,9.3,5,2.99,,46.5,5.115,6.7425,,19,9,19,0,202.32150000000001
80345,Alfred Dunlap,Male,29,Dinner,No,Yes,Italian,Lasagna,Yes,Room,Urban,Basic,50.9,Bike,Small,High,Good,2023-05-30 04:17:29,2023-05-30 04:21:51,2023-05-30 04:30:37,2023-05-30 04:42:41,25,14.48,4,1.99,,57.92,6.3712,8.3984,,4,11,3,1,49.7388
80346,Johnnie Revalee,Female,22,Lunch,No,Yes,Indian,Biryani,Yes,Cold,Subarban,Monthly Basic,4.99,Car,Small,Low,Bad,2023-05-22 00:17:39,2023-05-22 00:20:25,2023-05-22 00:28:11,2023-05-22 00:41:39,24,13.06,2,0.99,,26.12,2.8732,3.7874,,11,3,10,1,149.53699999999998
14809,Brian Morrison,Male,34,Lunch,Yes,Yes,Chinese,Peking Duck,Yes,Room,Urban,Free,0.0,Car,Small,High,Good,2023-05-14 13:17:22,2023-05-14 13:19:38,2023-05-14 13:29:12,2023-05-14 13:43:20,25,28.26,1,,3.99,28.26,3.1086,4.0977,39.456300000000006,4,11,4,0,129.4308
80355,Dirk Wallace,Male,51,Breakfast,No,No,Italian,Pizza,Yes,Room,Urban,Basic,50.9,Car,Medium,High,Good,2023-05-28 08:33:08,2023-05-28 08:38:15,2023-05-28 08:46:22,2023-05-28 08:59:27,26,18.51,1,1.99,,18.51,2.0361000000000002,2.68395,,9,6,6,3,127.1637
14819,Gloria Larson,Female,42,Dinner,Yes,No,Indian,Tandoori Chicken,Yes,Hot,Urban,Free,0.0,Bike,Small,High,Good,2023-05-10 22:47:28,2023-05-10 22:51:37,2023-05-10 22:59:55,2023-05-10 23:15:15,27,14.7,3,,3.99,44.099999999999994,4.850999999999999,6.394499999999999,59.335499999999996,11,8,11,0,185.14649999999997
14820,Roland Kelso,Male,43,Dinner,No,Yes,Greek,Ice-cream,Yes,Cold,Urban,Premium,101.9,Car,Medium,High,Good,2023-05-02 13:14:09,2023-05-02 13:17:50,2023-05-02 13:25:36,2023-05-02 13:39:36,25,4.34,2,0.0,,8.68,0.9548,1.2586,,20,1,15,5,74.53949999999999
14826,Bradley Elletson,Male,29,Dinner,No,Yes,Italian,Gelato,No,Hot,Subarban,Monthly Basic,4.99,Car,Small,Low,Bad,2023-05-06 00:41:29,2023-05-06 00:44:26,2023-05-06 00:52:16,2023-05-06 01:04:41,23,2.02,1,0.99,,2.02,0.2222,0.2929,,20,6,16,4,37.0064
47595,Robert Elmore,Male,53,Dinner,No,Yes,Japanese,Ramune Soda,Yes,Hot,Rural,Premium,101.9,Car,Small,Low,Bad,2023-05-18 00:19:40,2023-05-18 00:23:22,2023-05-18 00:30:23,2023-05-18 00:40:57,21,2.76,4,0.0,,11.04,1.2144,1.6007999999999998,,14,5,9,5,28.441799999999994
80365,Freda Bergeron,Female,52,Dinner,Yes,Yes,Greek,Moussaka,Yes,Room,Subarban,Free,0.0,Car,Large,High,Good,2023-05-31 06:54:42,2023-05-31 06:59:57,2023-05-31 07:10:52,2023-05-31 07:21:48,27,12.43,1,,3.99,12.43,1.3673,1.80235,19.58965,11,8,7,4,99.62644999999999
80367,Cindy Williams,Female,34,Dinner,Yes,Yes,Indian,Butter Chicken,No,Cold,Subarban,Free,0.0,Car,Medium,Low,Bad,2023-05-19 12:33:08,2023-05-19 12:37:36,2023-05-19 12:44:36,2023-05-19 12:57:40,24,19.9,5,,5.99,99.5,10.945,14.427499999999998,130.86249999999998,17,8,12,5,273.426
47600,Bruce Hurlburt,Male,32,Lunch,Yes,Yes,Thai,Thai Iced Tea,Yes,Hot,Urban,Basic,50.9,Car,Small,Low,Bad,2023-05-03 01:26:29,2023-05-03 01:31:34,2023-05-03 01:41:05,2023-05-03 01:56:43,30,3.65,1,1.99,,3.65,0.40149999999999997,0.52925,,12,10,8,4,33.434
47602,Thomas Matthews,Male,47,Lunch,No,No,Greek,Souvlaki,Yes,Hot,Subarban,Free,0.0,Car,Small,High,Good,2023-05-24 08:39:14,2023-05-24 08:44:19,2023-05-24 08:54:21,2023-05-24 09:07:50,28,9.77,5,,3.99,48.849999999999994,5.373499999999999,7.083249999999999,65.29674999999999,2,16,2,0,22.3733
14836,Tricia Slater,Female,56,Lunch,Yes,Yes,Indian,Masala Chai,Yes,Hot,Subarban,Premium,101.9,Car,Small,High,Good,2023-05-28 18:34:30,2023-05-28 18:36:36,2023-05-28 18:46:17,2023-05-28 19:00:08,25,2.12,3,0.0,,6.36,0.6996,0.9222,,3,2,3,0,7.2822000000000005
47607,Amy Conlin,Female,27,Dinner,No,Yes,Thai,Coconut Water,Yes,Hot,Subarban,Basic,50.9,Car,Medium,Low,Bad,2023-05-22 08:19:51,2023-05-22 08:23:07,2023-05-22 08:33:10,2023-05-22 08:45:09,25,2.34,5,1.99,,11.7,1.287,1.6964999999999997,,10,1,10,0,26.793
47608,Freda Dean,Female,35,Lunch,Yes,Yes,Italian,Gelato,No,Cold,Urban,Monthly Basic,4.99,Car,Medium,High,Good,2023-05-03 14:24:28,2023-05-03 14:28:24,2023-05-03 14:38:40,2023-05-03 14:53:14,28,1.81,4,1.99,,7.24,0.7964,1.0498,,14,1,9,5,18.65205
14843,Daniel Fuchs,Male,26,Dinner,Yes,Yes,Indian,Lassi,No,Hot,Urban,Monthly Basic,4.99,Bike,Medium,Low,Bad,2023-05-07 15:47:29,2023-05-07 15:50:06,2023-05-07 15:58:15,2023-05-07 16:10:45,23,4.23,1,0.99,,4.23,0.46530000000000005,0.6133500000000001,,6,5,5,1,24.21675
14845,Beatrice Peterson,Female,19,Dinner,Yes,No,Greek,Moussaka,No,Cold,Urban,Free,0.0,Car,Small,Low,Bad,2023-05-10 14:32:01,2023-05-10 14:35:30,2023-05-10 14:45:27,2023-05-10 14:57:38,25,11.57,1,,3.99,11.57,1.2727,1.6776499999999999,18.510350000000003,14,11,14,0,185.46710000000002
47615,John Scott,Male,46,Lunch,Yes,Yes,Chinese,Kung Pao Chicken,Yes,Room,Urban,Premium,101.9,Bike,Large,High,Good,2023-05-27 15:30:22,2023-05-27 15:34:35,2023-05-27 15:44:02,2023-05-27 15:58:59,28,18.99,1,0.0,,18.99,2.0888999999999998,2.7535499999999997,,17,9,15,2,326.15324999999996
80384,Richard Leonberger,Male,28,Dinner,Yes,Yes,Thai,Spring Roll,No,Cold,Urban,Basic,50.9,Car,Small,High,Good,2023-05-17 21:09:22,2023-05-17 21:14:01,2023-05-17 21:22:58,2023-05-17 21:38:57,29,4.26,3,1.99,,12.78,1.4058,1.8530999999999997,,18,12,13,5,63.41009999999999
14849,David Davis,Male,19,Dinner,Yes,Yes,Indian,Palak Paneer,Yes,Room,Urban,Free,0.0,Bike,Large,High,Good,2023-05-04 03:38:40,2023-05-04 03:43:06,2023-05-04 03:53:27,2023-05-04 04:08:49,30,13.72,5,,3.99,68.60000000000001,7.546000000000001,9.947000000000001,90.08300000000001,6,3,6,0,94.25640000000001
14853,Roger Tigerino,Male,21,Lunch,Yes,No,Japanese,Ramune Soda,Yes,Room,Urban,Premium,101.9,Bike,Large,Low,Bad,2023-05-16 07:18:40,2023-05-16 07:21:16,2023-05-16 07:31:39,2023-05-16 07:45:06,26,3.02,4,0.0,,12.08,1.3288,1.7515999999999998,,11,18,11,0,38.036899999999996
80389,Ryan Mclaurin,Male,20,Dinner,Yes,Yes,Italian,Risotto,Yes,Hot,Rural,Free,0.0,Car,Large,High,Good,2023-05-18 18:34:58,2023-05-18 18:37:15,2023-05-18 18:47:14,2023-05-18 18:59:40,24,12.58,3,,3.99,37.74,4.151400000000001,5.4723,51.3537,8,15,8,0,115.2328
80392,Letha Law,Female,51,Lunch,Yes,Yes,Thai,Thai Iced Tea,Yes,Cold,Urban,Monthly Basic,4.99,Car,Small,High,Good,2023-05-01 07:03:39,2023-05-01 07:09:08,2023-05-01 07:18:47,2023-05-01 07:32:13,28,4.55,4,0.99,,18.2,2.002,2.639,,17,17,14,3,72.9365
80393,Carla Ganey,Female,53,Breakfast,Yes,No,Chinese,Dumpling,Yes,Cold,Urban,Free,0.0,Bike,Small,Low,Bad,2023-05-31 23:16:10,2023-05-31 23:21:14,2023-05-31 23:31:55,2023-05-31 23:43:48,27,6.74,3,,5.99,20.22,2.2241999999999997,2.9318999999999997,31.366099999999996,20,2,15,5,115.7595
47626,Tommy Bailey,Male,47,Lunch,Yes,Yes,Greek,Ouzo,No,Hot,Rural,Basic,50.9,Car,Large,Low,Bad,2023-05-04 03:03:02,2023-05-04 03:06:30,2023-05-04 03:15:11,2023-05-04 03:30:18,27,37.77,5,0.99,,188.85000000000002,20.773500000000002,27.38325,,16,8,14,2,605.4531000000001
47628,Adele Bottorff,Female,37,Breakfast,Yes,No,Japanese,Ramen,Yes,Hot,Subarban,Monthly Premium,9.99,Car,Small,High,Good,2023-05-21 17:19:05,2023-05-21 17:22:48,2023-05-21 17:30:19,2023-05-21 17:41:40,22,14.4,3,0.0,,43.2,4.752000000000001,6.264,,1,14,1,0,16.488
80398,Nathan Williams,Male,31,Lunch,Yes,No,Italian,Lasagna,Yes,Hot,Urban,Premium,101.9,Car,Small,High,Good,2023-05-14 22:45:19,2023-05-14 22:48:07,2023-05-14 22:58:14,2023-05-14 23:12:34,27,16.6,3,0.0,,49.800000000000004,5.478000000000001,7.221,,1,1,1,0,19.007
47630,Candice Corcoran,Female,23,Lunch,Yes,Yes,Thai,Hot Soup,Yes,Hot,Urban,Free,0.0,Car,Small,High,Good,2023-05-29 17:59:45,2023-05-29 18:05:08,2023-05-29 18:13:17,2023-05-29 18:23:18,23,6.53,1,,4.99,6.53,0.7183,0.94685,13.18515,14,14,11,3,82.24535
47632,Anthony Attaway,Male,69,Dinner,Yes,No,Italian,Prosecco,No,Cold,Urban,Basic,50.9,Car,Medium,High,Good,2023-05-26 18:05:38,2023-05-26 18:10:56,2023-05-26 18:20:08,2023-05-26 18:33:04,27,20.83,2,0.99,,41.66,4.582599999999999,6.040699999999999,,1,11,0,1,0.0
14865,Charles Blair,Male,54,Lunch,Yes,Yes,Italian,Tiramisu,Yes,Room,Urban,Free,0.0,Car,Small,Low,Bad,2023-05-27 13:26:19,2023-05-27 13:32:01,2023-05-27 13:39:26,2023-05-27 13:51:52,25,12.79,4,,3.99,51.16,5.627599999999999,7.418199999999999,68.19579999999999,14,9,13,1,190.37914999999998
14864,Matthew Atkinson,Male,24,Dinner,No,Yes,Thai,Coconut Water,No,Cold,Subarban,Monthly Basic,4.99,Car,Large,High,Good,2023-05-31 21:14:56,2023-05-31 21:18:34,2023-05-31 21:28:14,2023-05-31 21:40:08,25,3.2,4,1.99,,12.8,1.4080000000000001,1.8559999999999999,,3,15,3,0,10.992
47633,Jerry Mcdaniel,Male,21,Dinner,No,No,Italian,Pasta,Yes,Hot,Urban,Free,0.0,Bike,Large,High,Good,2023-05-15 14:22:00,2023-05-15 14:25:19,2023-05-15 14:35:15,2023-05-15 14:45:34,23,8.63,1,,3.99,8.63,0.9493000000000001,1.25135,14.820650000000002,10,13,6,4,59.2881
14868,Crystal Vance,Female,23,Breakfast,No,Yes,Greek,Ouzo,Yes,Cold,Subarban,Basic,50.9,Car,Small,High,Good,2023-05-15 10:35:10,2023-05-15 10:38:15,2023-05-15 10:49:03,2023-05-15 11:01:17,26,33.75,4,0.99,,135.0,14.85,19.575,,6,5,6,0,231.8625
80404,Robert Young,Male,26,Lunch,Yes,Yes,Italian,Tiramisu,Yes,Hot,Urban,Monthly Basic,4.99,Bike,Small,Low,Bad,2023-05-13 07:00:25,2023-05-13 07:05:10,2023-05-13 07:15:27,2023-05-13 07:27:42,27,14.3,3,0.99,,42.900000000000006,4.719,6.2205,,18,9,14,4,229.229
14874,Mathew Sander,Male,37,Lunch,Yes,No,Greek,Mythos Beer,Yes,Hot,Subarban,Monthly Basic,4.99,Car,Small,Low,Bad,2023-05-31 04:26:25,2023-05-31 04:31:40,2023-05-31 04:40:48,2023-05-31 04:53:01,26,5.43,1,1.99,,5.43,0.5972999999999999,0.7873499999999999,,17,17,11,6,68.39085
14876,Derrick Salimi,Male,44,Lunch,No,Yes,Italian,Pasta,No,Hot,Urban,Free,0.0,Car,Medium,High,Good,2023-05-09 15:14:42,2023-05-09 15:16:49,2023-05-09 15:24:55,2023-05-09 15:39:58,25,20.34,1,,4.99,20.34,2.2374,2.9492999999999996,30.5167,1,9,0,1,0.0
47645,Cassandra Cartwright,Female,26,Dinner,Yes,No,Greek,Moussaka,No,Cold,Urban,Monthly Basic,4.99,Car,Small,Low,Bad,2023-05-29 04:10:04,2023-05-29 04:12:27,2023-05-29 04:22:49,2023-05-29 04:35:23,25,14.94,1,1.99,,14.94,1.6434,2.1662999999999997,,15,1,11,4,188.1693
80414,Darryl Jamieson,Male,53,Dinner,Yes,No,Italian,Limoncello,No,Hot,Urban,Free,0.0,Bike,Small,Low,Bad,2023-05-23 03:11:41,2023-05-23 03:17:14,2023-05-23 03:26:33,2023-05-23 03:41:39,29,20.29,4,,5.99,81.16,8.9276,11.768199999999998,107.84579999999998,8,16,6,2,139.39229999999998
80416,Henry Wright,Male,47,Dinner,Yes,No,Chinese,Soy Milk,Yes,Cold,Urban,Free,0.0,Car,Small,High,Good,2023-05-23 00:34:44,2023-05-23 00:39:29,2023-05-23 00:47:30,2023-05-23 01:00:43,25,2.97,2,,4.99,5.94,0.6534000000000001,0.8613,12.444700000000001,5,3,3,2,10.20195
